gene_name,task,celltype,coeff
ZFP36L2,nonProlif_Proliferating,Proliferating,-0.0
ZNF683,nonProlif_Proliferating,Proliferating,-0.0
ZNF831,nonProlif_Proliferating,Proliferating,-0.0
A2M-AS1,nonNK_NK,NK,-0.034901457232352315
ABCB1,nonNK_NK,NK,-0.0
ABHD17A,nonNK_NK,NK,0.002127181509869059
AC004585.1,nonNK_NK,NK,-0.0
AC007240.1,nonNK_NK,NK,-0.0
AC133644.2,nonNK_NK,NK,-0.0
AC243960.1,nonNK_NK,NK,-0.04216297059927676
ACTG1,nonNK_NK,NK,-0.0
ACTN1,nonNK_NK,NK,-0.0
ADGRE5,nonNK_NK,NK,-0.0
ADGRG1,nonNK_NK,NK,0.01349324696528663
AHNAK,nonNK_NK,NK,-0.0
AIF1,nonNK_NK,NK,-0.0
AK5,nonNK_NK,NK,-0.0
AKAP17A,nonNK_NK,NK,-0.0
AKR1C3,nonNK_NK,NK,0.17066262657503348
ALOX5AP,nonNK_NK,NK,0.20348866138945634
ANK1,nonNK_NK,NK,-0.0
ANP32B,nonNK_NK,NK,-0.0
ANP32E,nonNK_NK,NK,-0.0
ANXA1,nonNK_NK,NK,-0.0
ANXA2,nonNK_NK,NK,-0.0
AP002884.1,nonNK_NK,NK,-0.0
AP3M2,nonNK_NK,NK,-0.0
APBA2,nonNK_NK,NK,-0.0
APMAP,nonNK_NK,NK,-0.0
AQP3,nonNK_NK,NK,-0.09960826643327658
ARAP2,nonNK_NK,NK,0.01808300332789018
ARID5B,nonNK_NK,NK,-0.0
ARL4C,nonNK_NK,NK,0.10367346041001806
ARMH1,nonNK_NK,NK,-0.0
ARPC1B,nonNK_NK,NK,-0.0
ARPC5L,nonNK_NK,NK,-0.0
ATAD2,nonNK_NK,NK,-0.0
ATP5MF,nonNK_NK,NK,-0.0
ATXN1,nonNK_NK,NK,-0.0
AURKB,nonNK_NK,NK,-0.0
AUTS2,nonNK_NK,NK,-0.0
B2M,nonNK_NK,NK,-0.05093698848297453
BCL11B,nonNK_NK,NK,-0.21451199168365942
BEX4,nonNK_NK,NK,-0.0
BHLHE40,nonNK_NK,NK,0.02293267296883553
BIRC3,nonNK_NK,NK,-0.0
BTG1,nonNK_NK,NK,-0.0
C12orf57,nonNK_NK,NK,-0.0
C12orf75,nonNK_NK,NK,-0.0
C1orf162,nonNK_NK,NK,0.12619968807489707
C9orf16,nonNK_NK,NK,0.010779576191397031
CALM1,nonNK_NK,NK,-0.0
CAPG,nonNK_NK,NK,-0.0
CAPZB,nonNK_NK,NK,-0.0
CASK,nonNK_NK,NK,-0.0
CCL3,nonNK_NK,NK,-0.0
CCL4,nonNK_NK,NK,-0.0
CCL4L2,nonNK_NK,NK,0.02704026324512685
CCL5,nonNK_NK,NK,-0.0
CCNB2,nonNK_NK,NK,-0.0
CCR4,nonNK_NK,NK,-0.0
CCR6,nonNK_NK,NK,-0.0
CCR7,nonNK_NK,NK,-0.0
CCR9,nonNK_NK,NK,-0.0
CD160,nonNK_NK,NK,0.0664153354733258
CD226,nonNK_NK,NK,-0.0
CD247,nonNK_NK,NK,0.4754435237754898
CD27,nonNK_NK,NK,-0.0
CD300A,nonNK_NK,NK,-0.0
CD38,nonNK_NK,NK,-0.0
CD3E,nonNK_NK,NK,-0.22032212767006068
CD40LG,nonNK_NK,NK,-0.0
CD44,nonNK_NK,NK,-0.0
CD52,nonNK_NK,NK,-0.353732797539787
CD69,nonNK_NK,NK,-0.0
CD7,nonNK_NK,NK,0.0704373130976858
CD74,nonNK_NK,NK,-0.0
CD81,nonNK_NK,NK,-0.0
CD84,nonNK_NK,NK,-0.23631145342115167
CD8A,nonNK_NK,NK,-1.238708281332619
CD8B,nonNK_NK,NK,-0.7885731970786993
CD96,nonNK_NK,NK,-0.0
CDC20,nonNK_NK,NK,-0.0
CDC42SE2,nonNK_NK,NK,-0.0
CDC45,nonNK_NK,NK,-0.0
CDC6,nonNK_NK,NK,-0.0
CDCA2,nonNK_NK,NK,-0.0
CDCA5,nonNK_NK,NK,-0.0
CDT1,nonNK_NK,NK,-0.0
CEBPD,nonNK_NK,NK,0.07097265870936845
CENPA,nonNK_NK,NK,-0.0
CENPM,nonNK_NK,NK,-0.0
CEP55,nonNK_NK,NK,-0.0
CFAP36,nonNK_NK,NK,-0.0
CFH,nonNK_NK,NK,-0.0
CFL1,nonNK_NK,NK,-0.0
CHI3L2,nonNK_NK,NK,-0.0
CHST2,nonNK_NK,NK,0.14021920741124466
CKAP2L,nonNK_NK,NK,-0.0
CKS1B,nonNK_NK,NK,-0.0
CLDND1,nonNK_NK,NK,-0.0
CLEC11A,nonNK_NK,NK,-0.0
CLEC2B,nonNK_NK,NK,-0.0
CLIC1,nonNK_NK,NK,-0.0
CLIC3,nonNK_NK,NK,0.31405581676137995
CLSPN,nonNK_NK,NK,-0.0
CMC1,nonNK_NK,NK,0.07618207733861244
CMTM6,nonNK_NK,NK,-0.0
COTL1,nonNK_NK,NK,-0.00020745770186040118
COX4I1,nonNK_NK,NK,-0.0
CR1,nonNK_NK,NK,-0.0
CRTAM,nonNK_NK,NK,-0.10566073684593416
CST7,nonNK_NK,NK,-0.0
CTLA4,nonNK_NK,NK,-0.0
CTSA,nonNK_NK,NK,-0.0
CTSC,nonNK_NK,NK,-0.0
CTSD,nonNK_NK,NK,-0.0
CTSH,nonNK_NK,NK,-0.019124353773028617
CTSW,nonNK_NK,NK,0.13116553903304848
CX3CR1,nonNK_NK,NK,-0.0
CXCR4,nonNK_NK,NK,-0.0
CXXC5,nonNK_NK,NK,0.05284841985524822
DAB2,nonNK_NK,NK,-0.0
DDX24,nonNK_NK,NK,-0.0
DDX5,nonNK_NK,NK,-0.0
DEK,nonNK_NK,NK,-0.0
DEPDC1,nonNK_NK,NK,-0.0
DGKZ,nonNK_NK,NK,-0.0
DIAPH3,nonNK_NK,NK,-0.0
DLGAP5,nonNK_NK,NK,-0.0
DNAJB1,nonNK_NK,NK,-0.0
DNAJC9,nonNK_NK,NK,-0.0
DPP4,nonNK_NK,NK,-0.0
DSTN,nonNK_NK,NK,-0.0
DTHD1,nonNK_NK,NK,0.03828069097782416
DTL,nonNK_NK,NK,-0.0
DUSP1,nonNK_NK,NK,-0.0
DUSP2,nonNK_NK,NK,-0.0
DUSP4,nonNK_NK,NK,-0.0
DUT,nonNK_NK,NK,-0.0
E2F1,nonNK_NK,NK,-0.0
E2F3,nonNK_NK,NK,-0.0
E2F8,nonNK_NK,NK,-0.0
EEF1A1,nonNK_NK,NK,-0.0
EFHD2,nonNK_NK,NK,0.270595447008395
EIF3E,nonNK_NK,NK,-0.0
ELF1,nonNK_NK,NK,-0.0
ELK3,nonNK_NK,NK,-0.0
ELOVL5,nonNK_NK,NK,-0.0
EOMES,nonNK_NK,NK,-0.0
EPHA4,nonNK_NK,NK,-0.0
EPHX2,nonNK_NK,NK,-0.0
EPSTI1,nonNK_NK,NK,-0.0
ERN1,nonNK_NK,NK,-0.0
EVI2B,nonNK_NK,NK,-0.0
EXO1,nonNK_NK,NK,-0.0
F2R,nonNK_NK,NK,-0.0
F5,nonNK_NK,NK,-0.0
FAM111B,nonNK_NK,NK,-0.0
FANK1,nonNK_NK,NK,-0.0
FBXL16,nonNK_NK,NK,-0.0
FCER1G,nonNK_NK,NK,0.7139763521422762
FCGR3A,nonNK_NK,NK,0.26468077370941717
FCMR,nonNK_NK,NK,-0.0
FCRL3,nonNK_NK,NK,-0.0
FCRL6,nonNK_NK,NK,-0.08415296960769694
FGFBP2,nonNK_NK,NK,0.110078476835091
FHIT,nonNK_NK,NK,-0.0
FKBP11,nonNK_NK,NK,-0.0
FKBP1A,nonNK_NK,NK,-0.0
FOS,nonNK_NK,NK,-0.0
FOSL2,nonNK_NK,NK,0.07952343250029464
FOXP1,nonNK_NK,NK,-0.0
FOXP3,nonNK_NK,NK,-0.0
FRY,nonNK_NK,NK,-0.0
FTL,nonNK_NK,NK,-0.0
FXYD5,nonNK_NK,NK,-0.0
FYB1,nonNK_NK,NK,-0.0
FYN,nonNK_NK,NK,-0.0
GADD45A,nonNK_NK,NK,-0.0
GAPDH,nonNK_NK,NK,-0.0
GATA3,nonNK_NK,NK,-0.0
GBP2,nonNK_NK,NK,-0.0
GBP5,nonNK_NK,NK,-0.0
GCSAM,nonNK_NK,NK,-0.0
GMFG,nonNK_NK,NK,-0.0
GNAQ,nonNK_NK,NK,-0.0
GNLY,nonNK_NK,NK,1.0068542232553683
GPKOW,nonNK_NK,NK,-0.0
GPR183,nonNK_NK,NK,-0.0
GPR65,nonNK_NK,NK,0.011520384616289453
GSTK1,nonNK_NK,NK,-0.1503112756438125
GYPC,nonNK_NK,NK,-0.0
GZMA,nonNK_NK,NK,-0.0
GZMB,nonNK_NK,NK,0.07790956752249382
GZMH,nonNK_NK,NK,-0.16011701634999503
GZMK,nonNK_NK,NK,-0.0
GZMM,nonNK_NK,NK,-0.0
HAGHL,nonNK_NK,NK,-0.0
HCST,nonNK_NK,NK,-0.0
HELLS,nonNK_NK,NK,-0.0
HJURP,nonNK_NK,NK,-0.0
HLA-A,nonNK_NK,NK,-0.0
HLA-C,nonNK_NK,NK,-0.0
HLA-DMA,nonNK_NK,NK,-0.0
HLA-DPA1,nonNK_NK,NK,-0.0
HLA-DPB1,nonNK_NK,NK,-0.01126192609168567
HLA-DQA1,nonNK_NK,NK,-0.003579577048788257
HMGB2,nonNK_NK,NK,-0.0
HMGN2,nonNK_NK,NK,-0.0
HOPX,nonNK_NK,NK,0.2883197745602475
ICA1,nonNK_NK,NK,-0.0
ID2,nonNK_NK,NK,-0.0
ID3,nonNK_NK,NK,-0.0
IER2,nonNK_NK,NK,0.024737718582737052
IFITM2,nonNK_NK,NK,0.13601491303286908
IFNG,nonNK_NK,NK,-0.002109011385664077
IFNG-AS1,nonNK_NK,NK,-0.0
IFNGR1,nonNK_NK,NK,-0.0
IGFBP7,nonNK_NK,NK,0.09879272151521927
IKZF2,nonNK_NK,NK,-0.26846580636485223
IKZF3,nonNK_NK,NK,-0.0
IL10RA,nonNK_NK,NK,-0.04777506494602268
IL18R1,nonNK_NK,NK,0.050619338492826245
IL2RA,nonNK_NK,NK,-0.0
IL2RB,nonNK_NK,NK,0.2647947416071763
IL32,nonNK_NK,NK,-0.14736876567701074
IL7R,nonNK_NK,NK,-0.48843803207268627
INPP4B,nonNK_NK,NK,-0.0
ISG20,nonNK_NK,NK,-0.0
ITGA1,nonNK_NK,NK,-0.0
ITGB1,nonNK_NK,NK,-0.2859809603304632
ITGB2,nonNK_NK,NK,0.0190102409788488
ITM2A,nonNK_NK,NK,-0.042564404751774365
ITM2B,nonNK_NK,NK,-0.013691375269866055
ITM2C,nonNK_NK,NK,-0.0
JUNB,nonNK_NK,NK,-0.0
KDSR,nonNK_NK,NK,-0.0
KIF14,nonNK_NK,NK,-0.0
KIF15,nonNK_NK,NK,-0.0
KIF23,nonNK_NK,NK,-0.0
KIF4A,nonNK_NK,NK,-0.0
KIF5C,nonNK_NK,NK,-0.0
KLF2,nonNK_NK,NK,-0.0
KLF6,nonNK_NK,NK,-0.0
KLRB1,nonNK_NK,NK,0.3698393653160987
KLRC1,nonNK_NK,NK,0.22210949637684757
KLRC2,nonNK_NK,NK,0.14813854664254306
KLRD1,nonNK_NK,NK,0.5130031251912098
KLRF1,nonNK_NK,NK,0.6296417768596271
KLRG1,nonNK_NK,NK,-0.18154298965364915
KRT1,nonNK_NK,NK,-0.0
LAIR2,nonNK_NK,NK,-0.0
LAPTM5,nonNK_NK,NK,-0.0
LAT,nonNK_NK,NK,-0.06900795620441598
LBH,nonNK_NK,NK,-0.0006702402234914097
LDHB,nonNK_NK,NK,-0.04283444012527722
LEF1,nonNK_NK,NK,-0.0
LGALS1,nonNK_NK,NK,-0.0
LGALS9,nonNK_NK,NK,-0.0
LIMD2,nonNK_NK,NK,0.04806615165206867
LIMS1,nonNK_NK,NK,-0.0
LINC01550,nonNK_NK,NK,-0.0
LINC02084,nonNK_NK,NK,-0.0
LMCD1,nonNK_NK,NK,-0.0
LMO7,nonNK_NK,NK,-0.0
LPAR6,nonNK_NK,NK,-0.0
LRRN3,nonNK_NK,NK,-0.0
LTB,nonNK_NK,NK,-0.0
LYAR,nonNK_NK,NK,-0.0
LYST,nonNK_NK,NK,-0.0
MAF,nonNK_NK,NK,-0.0
MAL,nonNK_NK,NK,-0.0
MALAT1,nonNK_NK,NK,-0.0
MAML2,nonNK_NK,NK,-0.0
MAP3K1,nonNK_NK,NK,-0.0
MCM10,nonNK_NK,NK,-0.0
MCM3,nonNK_NK,NK,-0.0
MCM4,nonNK_NK,NK,-0.0
MCM7,nonNK_NK,NK,-0.0
MELK,nonNK_NK,NK,-0.0
MIAT,nonNK_NK,NK,-0.0
MKI67,nonNK_NK,NK,-0.0
MS4A1,nonNK_NK,NK,-0.0
MSN,nonNK_NK,NK,-0.0
MT-ATP6,nonNK_NK,NK,-0.0
MT-CO1,nonNK_NK,NK,0.13215084013567324
MT-CO2,nonNK_NK,NK,0.23690089156647268
MT-CO3,nonNK_NK,NK,-0.0
MT-CYB,nonNK_NK,NK,-0.0784767521742797
MT-ND1,nonNK_NK,NK,-0.0
MT-ND2,nonNK_NK,NK,-0.06355888765314407
MT-ND3,nonNK_NK,NK,-0.07906420947208082
MT-ND4,nonNK_NK,NK,-0.0
MT-ND5,nonNK_NK,NK,-0.0
MT2A,nonNK_NK,NK,-0.0
MYBL1,nonNK_NK,NK,-0.0
MYC,nonNK_NK,NK,-0.0
MYL12B,nonNK_NK,NK,-0.0
MYL6B,nonNK_NK,NK,-0.0
NABP1,nonNK_NK,NK,-0.0
NACA,nonNK_NK,NK,-0.0
NAP1L1,nonNK_NK,NK,-0.0
NASP,nonNK_NK,NK,-0.0
NCAM1,nonNK_NK,NK,0.16408650354311619
NCR3,nonNK_NK,NK,0.002279823731765523
NEAT1,nonNK_NK,NK,0.1037840211265543
NEFL,nonNK_NK,NK,-0.0
NEIL3,nonNK_NK,NK,-0.0
NELL2,nonNK_NK,NK,-0.0
NIN,nonNK_NK,NK,-0.0
NKG7,nonNK_NK,NK,-0.0
NOG,nonNK_NK,NK,-0.0
NOSIP,nonNK_NK,NK,-0.0
NPDC1,nonNK_NK,NK,-0.0
NT5C,nonNK_NK,NK,-0.0
NT5E,nonNK_NK,NK,-0.0
NUCB2,nonNK_NK,NK,-0.04629613515429966
NUDT1,nonNK_NK,NK,-0.0
NUSAP1,nonNK_NK,NK,-0.0
OCIAD2,nonNK_NK,NK,-0.0
ODF2L,nonNK_NK,NK,-0.09085816446274583
OPTN,nonNK_NK,NK,-0.0
OSM,nonNK_NK,NK,-0.0
OTULINL,nonNK_NK,NK,-0.0
OXNAD1,nonNK_NK,NK,-0.0
PACS1,nonNK_NK,NK,-0.0
PAG1,nonNK_NK,NK,-0.0
PAQR4,nonNK_NK,NK,-0.0
PARP8,nonNK_NK,NK,-0.0
PASK,nonNK_NK,NK,-0.0
PBK,nonNK_NK,NK,-0.0
PCLAF,nonNK_NK,NK,-0.0
PCNA,nonNK_NK,NK,-0.0
PDCD4,nonNK_NK,NK,-0.0
PFN1,nonNK_NK,NK,-0.0
PGM2L1,nonNK_NK,NK,-0.0
PHACTR2,nonNK_NK,NK,-0.0
PIK3IP1,nonNK_NK,NK,-0.0
PKMYT1,nonNK_NK,NK,-0.0
PLEK,nonNK_NK,NK,-0.0
PMAIP1,nonNK_NK,NK,-0.0
PNRC1,nonNK_NK,NK,0.11064513904471646
POLQ,nonNK_NK,NK,-0.0
PPIA,nonNK_NK,NK,-0.0
PPP2R5C,nonNK_NK,NK,-0.0
PRDM1,nonNK_NK,NK,-0.0
PRF1,nonNK_NK,NK,0.05673295227934318
PRKCA,nonNK_NK,NK,-0.0
PROK2,nonNK_NK,NK,-0.18333879941274728
PTGER2,nonNK_NK,NK,-0.0
PTMS,nonNK_NK,NK,-0.0
PTPN13,nonNK_NK,NK,-0.0
PYHIN1,nonNK_NK,NK,-0.0
RACK1,nonNK_NK,NK,-0.0
RBMS1,nonNK_NK,NK,-0.0
RBMS3,nonNK_NK,NK,-0.0
RCAN3,nonNK_NK,NK,-0.0
RGS1,nonNK_NK,NK,-0.0
RGS10,nonNK_NK,NK,-0.011004077463907334
RHOB,nonNK_NK,NK,-0.0
RNASET2,nonNK_NK,NK,-0.0
RPL10,nonNK_NK,NK,-0.04444438980571175
RPL10A,nonNK_NK,NK,-0.0
RPL13,nonNK_NK,NK,-0.0
RPL18,nonNK_NK,NK,-0.0
RPL18A,nonNK_NK,NK,-0.0
RPL19,nonNK_NK,NK,-0.0
RPL21,nonNK_NK,NK,-0.0
RPL22,nonNK_NK,NK,-0.0
RPL23,nonNK_NK,NK,-0.0
RPL3,nonNK_NK,NK,-0.0
RPL30,nonNK_NK,NK,-0.0
RPL31,nonNK_NK,NK,-0.0
RPL32,nonNK_NK,NK,-0.0
RPL34,nonNK_NK,NK,-0.034130290432743474
RPL35A,nonNK_NK,NK,-0.0
RPL36,nonNK_NK,NK,-0.097333230972858
RPL38,nonNK_NK,NK,-0.0
RPL41,nonNK_NK,NK,-0.0
RPL5,nonNK_NK,NK,-0.0
RPL9,nonNK_NK,NK,-0.0
RPLP0,nonNK_NK,NK,-0.0
RPLP1,nonNK_NK,NK,-0.0
RPS12,nonNK_NK,NK,-0.007392262269360699
RPS13,nonNK_NK,NK,-0.0
RPS14,nonNK_NK,NK,-0.08426867384144937
RPS15A,nonNK_NK,NK,-0.0
RPS16,nonNK_NK,NK,-0.0
RPS2,nonNK_NK,NK,-0.0
RPS20,nonNK_NK,NK,-0.0
RPS21,nonNK_NK,NK,-0.0
RPS23,nonNK_NK,NK,-0.0
RPS24,nonNK_NK,NK,-0.0
RPS25,nonNK_NK,NK,-0.0
RPS27,nonNK_NK,NK,-0.0
RPS28,nonNK_NK,NK,-0.0
RPS29,nonNK_NK,NK,-0.0
RPS3,nonNK_NK,NK,-0.0
RPS3A,nonNK_NK,NK,-0.0
RPS5,nonNK_NK,NK,-0.0
RPS6,nonNK_NK,NK,-0.0
RTKN2,nonNK_NK,NK,-0.0
S100A11,nonNK_NK,NK,-0.0
S100A4,nonNK_NK,NK,-0.0
S100A6,nonNK_NK,NK,-0.0
S100B,nonNK_NK,NK,-0.0
S1PR4,nonNK_NK,NK,-0.0
S1PR5,nonNK_NK,NK,-0.0
SAMHD1,nonNK_NK,NK,-0.0
SARAF,nonNK_NK,NK,-0.0
SATB1,nonNK_NK,NK,-0.0
SCML4,nonNK_NK,NK,-0.0
SELL,nonNK_NK,NK,-0.0
SERINC5,nonNK_NK,NK,-0.0
SESN3,nonNK_NK,NK,-0.0
SH2D1A,nonNK_NK,NK,-0.0
SH3BGRL3,nonNK_NK,NK,-0.0
SHMT2,nonNK_NK,NK,-0.0
SIPA1,nonNK_NK,NK,-0.0
SLC25A5,nonNK_NK,NK,-0.0
SLC4A10,nonNK_NK,NK,-0.09117371811134918
SLFN5,nonNK_NK,NK,-0.0
SMC2,nonNK_NK,NK,-0.0
SMC4,nonNK_NK,NK,-0.0
SMS,nonNK_NK,NK,-0.0
SNRPB,nonNK_NK,NK,-0.0
SPC25,nonNK_NK,NK,-0.0
SPON2,nonNK_NK,NK,0.28220884247195316
SPRY1,nonNK_NK,NK,-0.0
SPRY2,nonNK_NK,NK,-0.0
SRGN,nonNK_NK,NK,-0.0
SRSF7,nonNK_NK,NK,-0.0
ST8SIA1,nonNK_NK,NK,-0.0
STAM,nonNK_NK,NK,-0.0
STK17A,nonNK_NK,NK,-0.0
STMN1,nonNK_NK,NK,-0.0
STT3B,nonNK_NK,NK,-0.0
SYTL2,nonNK_NK,NK,-0.0
TCF7,nonNK_NK,NK,-0.0026167321563840395
TENT5C,nonNK_NK,NK,-0.0
TESPA1,nonNK_NK,NK,-0.0
TGFB1,nonNK_NK,NK,-0.0
TGFBR3,nonNK_NK,NK,-0.0
TIAM1,nonNK_NK,NK,-0.0
TIGIT,nonNK_NK,NK,-0.023590151936294382
TIMP1,nonNK_NK,NK,-0.0
TK1,nonNK_NK,NK,-0.0
TMIGD2,nonNK_NK,NK,-0.0
TMPO,nonNK_NK,NK,-0.0
TMSB10,nonNK_NK,NK,-0.0
TMSB4X,nonNK_NK,NK,-0.017082825602166368
TNFRSF18,nonNK_NK,NK,0.10224409760902076
TNFRSF1B,nonNK_NK,NK,-0.0
TNFRSF4,nonNK_NK,NK,0.08579821510895813
TNFSF13B,nonNK_NK,NK,-0.0
TOB1,nonNK_NK,NK,-0.0
TOP2A,nonNK_NK,NK,-0.0
TPI1,nonNK_NK,NK,-0.0
TPT1,nonNK_NK,NK,-0.0
TRABD2A,nonNK_NK,NK,-0.0
TRAT1,nonNK_NK,NK,-0.16035091285511616
TRDC,nonNK_NK,NK,0.9344666412532526
TRDV2,nonNK_NK,NK,-0.0
TRGC1,nonNK_NK,NK,-0.0
TRGC2,nonNK_NK,NK,-0.5980866032828679
TRGV9,nonNK_NK,NK,-0.0
TRIB2,nonNK_NK,NK,-0.0
TSHZ2,nonNK_NK,NK,-0.0
TSPAN18,nonNK_NK,NK,-0.0
TSPAN2,nonNK_NK,NK,-0.0
TTC39C,nonNK_NK,NK,-0.0
TTC39C-AS1,nonNK_NK,NK,-0.0
TUBA1B,nonNK_NK,NK,-0.009327797076472714
TUBB,nonNK_NK,NK,-0.0
TYMS,nonNK_NK,NK,-0.0
TYROBP,nonNK_NK,NK,0.7872097168482626
UBE2C,nonNK_NK,NK,-0.0
UCP2,nonNK_NK,NK,-0.0
UHRF1,nonNK_NK,NK,-0.0
UQCRH,nonNK_NK,NK,-0.0
USP10,nonNK_NK,NK,-0.0
USP46,nonNK_NK,NK,-0.0
VIM,nonNK_NK,NK,-0.0839549336988457
XBP1,nonNK_NK,NK,-0.0
XCL1,nonNK_NK,NK,0.07686987820278125
XCL2,nonNK_NK,NK,0.0833385543823097
ZEB2,nonNK_NK,NK,-0.0
ZFP36L2,nonNK_NK,NK,-0.0
ZNF683,nonNK_NK,NK,-0.12473844314119195
ZNF831,nonNK_NK,NK,-0.0
A2M-AS1,CD4CD8_Treg_MAIT,CD4CD8,0.0
ABCB1,CD4CD8_Treg_MAIT,CD4CD8,0.0
ABHD17A,CD4CD8_Treg_MAIT,CD4CD8,0.0
AC004585.1,CD4CD8_Treg_MAIT,CD4CD8,0.0
AC007240.1,CD4CD8_Treg_MAIT,CD4CD8,0.0
AC133644.2,CD4CD8_Treg_MAIT,CD4CD8,0.0
AC243960.1,CD4CD8_Treg_MAIT,CD4CD8,0.0
ACTG1,CD4CD8_Treg_MAIT,CD4CD8,-0.014586641468737003
ACTN1,CD4CD8_Treg_MAIT,CD4CD8,0.0
ADGRE5,CD4CD8_Treg_MAIT,CD4CD8,0.0
ADGRG1,CD4CD8_Treg_MAIT,CD4CD8,0.0
AHNAK,CD4CD8_Treg_MAIT,CD4CD8,0.0
AIF1,CD4CD8_Treg_MAIT,CD4CD8,0.0
AK5,CD4CD8_Treg_MAIT,CD4CD8,0.0
AKAP17A,CD4CD8_Treg_MAIT,CD4CD8,0.0
AKR1C3,CD4CD8_Treg_MAIT,CD4CD8,0.0
ALOX5AP,CD4CD8_Treg_MAIT,CD4CD8,0.0
ANK1,CD4CD8_Treg_MAIT,CD4CD8,0.0
ANP32B,CD4CD8_Treg_MAIT,CD4CD8,0.028245719261927066
ANP32E,CD4CD8_Treg_MAIT,CD4CD8,0.0
ANXA1,CD4CD8_Treg_MAIT,CD4CD8,0.022693604182468036
ANXA2,CD4CD8_Treg_MAIT,CD4CD8,0.0
AP002884.1,CD4CD8_Treg_MAIT,CD4CD8,0.04239728806889398
AP3M2,CD4CD8_Treg_MAIT,CD4CD8,0.1342713315033058
APBA2,CD4CD8_Treg_MAIT,CD4CD8,0.14390286200378585
APMAP,CD4CD8_Treg_MAIT,CD4CD8,0.0
AQP3,CD4CD8_Treg_MAIT,CD4CD8,0.0
ARAP2,CD4CD8_Treg_MAIT,CD4CD8,0.0
ARID5B,CD4CD8_Treg_MAIT,CD4CD8,0.023060672484612327
ARL4C,CD4CD8_Treg_MAIT,CD4CD8,0.0
ARMH1,CD4CD8_Treg_MAIT,CD4CD8,0.046192943541472485
ARPC1B,CD4CD8_Treg_MAIT,CD4CD8,0.0009154409334540575
ARPC5L,CD4CD8_Treg_MAIT,CD4CD8,0.0
ATAD2,CD4CD8_Treg_MAIT,CD4CD8,0.0
ATP5MF,CD4CD8_Treg_MAIT,CD4CD8,0.04558843940929952
ATXN1,CD4CD8_Treg_MAIT,CD4CD8,0.0
AURKB,CD4CD8_Treg_MAIT,CD4CD8,0.0
AUTS2,CD4CD8_Treg_MAIT,CD4CD8,0.0
B2M,CD4CD8_Treg_MAIT,CD4CD8,0.0
BCL11B,CD4CD8_Treg_MAIT,CD4CD8,0.0
BEX4,CD4CD8_Treg_MAIT,CD4CD8,0.0
BHLHE40,CD4CD8_Treg_MAIT,CD4CD8,0.0
BIRC3,CD4CD8_Treg_MAIT,CD4CD8,0.0
BTG1,CD4CD8_Treg_MAIT,CD4CD8,-0.006306312882744571
C12orf57,CD4CD8_Treg_MAIT,CD4CD8,0.0
C12orf75,CD4CD8_Treg_MAIT,CD4CD8,0.01546289708142586
C1orf162,CD4CD8_Treg_MAIT,CD4CD8,0.0
C9orf16,CD4CD8_Treg_MAIT,CD4CD8,0.0
CALM1,CD4CD8_Treg_MAIT,CD4CD8,0.0
CAPG,CD4CD8_Treg_MAIT,CD4CD8,0.0
CAPZB,CD4CD8_Treg_MAIT,CD4CD8,0.0
CASK,CD4CD8_Treg_MAIT,CD4CD8,0.0
CCL3,CD4CD8_Treg_MAIT,CD4CD8,0.0
CCL4,CD4CD8_Treg_MAIT,CD4CD8,0.0
CCL4L2,CD4CD8_Treg_MAIT,CD4CD8,0.0
CCL5,CD4CD8_Treg_MAIT,CD4CD8,0.0
CCNB2,CD4CD8_Treg_MAIT,CD4CD8,0.0
CCR4,CD4CD8_Treg_MAIT,CD4CD8,0.0
CCR6,CD4CD8_Treg_MAIT,CD4CD8,0.0
CCR7,CD4CD8_Treg_MAIT,CD4CD8,0.0036085669625495016
CCR9,CD4CD8_Treg_MAIT,CD4CD8,0.0
CD160,CD4CD8_Treg_MAIT,CD4CD8,0.0
CD226,CD4CD8_Treg_MAIT,CD4CD8,0.029572744852057447
CD247,CD4CD8_Treg_MAIT,CD4CD8,0.0
CD27,CD4CD8_Treg_MAIT,CD4CD8,0.0
CD300A,CD4CD8_Treg_MAIT,CD4CD8,0.0
CD38,CD4CD8_Treg_MAIT,CD4CD8,0.0
CD3E,CD4CD8_Treg_MAIT,CD4CD8,0.0
CD40LG,CD4CD8_Treg_MAIT,CD4CD8,0.10558649085229513
CD44,CD4CD8_Treg_MAIT,CD4CD8,0.0
CD52,CD4CD8_Treg_MAIT,CD4CD8,0.0
CD69,CD4CD8_Treg_MAIT,CD4CD8,0.0
CD7,CD4CD8_Treg_MAIT,CD4CD8,0.0
CD74,CD4CD8_Treg_MAIT,CD4CD8,0.0
CD81,CD4CD8_Treg_MAIT,CD4CD8,0.0
CD84,CD4CD8_Treg_MAIT,CD4CD8,0.060942597621977235
CD8A,CD4CD8_Treg_MAIT,CD4CD8,0.0
CD8B,CD4CD8_Treg_MAIT,CD4CD8,0.19673105025575335
CD96,CD4CD8_Treg_MAIT,CD4CD8,0.0
CDC20,CD4CD8_Treg_MAIT,CD4CD8,0.0
CDC42SE2,CD4CD8_Treg_MAIT,CD4CD8,0.001621876596954597
CDC45,CD4CD8_Treg_MAIT,CD4CD8,0.0
CDC6,CD4CD8_Treg_MAIT,CD4CD8,0.0
CDCA2,CD4CD8_Treg_MAIT,CD4CD8,0.0
CDCA5,CD4CD8_Treg_MAIT,CD4CD8,0.0
